dining_hall_name,meal_type,id,category_name,category_id,name,mrn,mrn_full,desc,webtrition_id,sort_order,portion,qty,ingredients,custom_allergens,calories
allison,Breakfast,670ab1f42b7b7acd385ea61d,Beverage,66e1fc2de45d43074be3a0e4,Barq's Root Beer,80888,80888.0,,,12,16 floz,,Root Beer Syrup,,230
allison,Breakfast,670ab1f42b7b7acd385ea645,Beverage,66e1fc2de45d43074be3a0e4,Sweet Iced Tea,87452,87452.6,,,13,16 floz,,Sweet Iced Tea,,180
allison,Breakfast,670ab1f42b7b7acd385ea5fc,Beverage,66e1fc2de45d43074be3a0e4,Sprite,80876,80876.0,,,14,1 floz,,Sprite Syrup,,15
allison,Breakfast,670ab1f42b7b7acd385ea5be,Beverage,66e1fc2de45d43074be3a0e4,"Milk, Skim",52470,52470.0,Nonfat,,15,16 floz,,Fat Free Milk,,170
allison,Breakfast,670ab1f42b7b7acd385ea611,Beverage,66e1fc2de45d43074be3a0e4,"Milk, Lowfat, 1%",52467,52467.0,,,16,16 floz,,Lowfat Milk,,200
allison,Breakfast,670ab1f42b7b7acd385ea638,Beverage,66e1fc2de45d43074be3a0e4,"Chocolate Milk, Low Fat 1%",52465,52465.0,,,17,16 floz,,Low Fat Chocolate Milk,,380
allison,Breakfast,670ab1f42b7b7acd385ea5e4,Beverage,66e1fc2de45d43074be3a0e4,"Milk, Soy, Chocolate, 8 fl oz",20462,20462.0,,,18,1 each,,"Soymilk (Filtered Water, Soybeans), Cane Sugar, Cocoa (Processed with Alkali), Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Ascorbic Acid (To Protect Freshness), Natural Flavor. Contains Soy.",,170
allison,Breakfast,670ab1f42b7b7acd385ea5c6,Beverage,66e1fc2de45d43074be3a0e4,"Milk, Soy, Vanilla, 8 fl oz",20463,20463.0,,,19,1 each,,"Soymilk (Filtered Water, Soybeans), Cane Sugar, Vitamin and Mineral Blend (Calcium Carbonate, Vitamin A Palmitate, Vitamin D2, Riboflavin [B2], Vitamin B12), Sea Salt, Gellan Gum, Natural Flavor, Ascorbic Acid (To Protect Freshness). Contains Soy.",,150
allison,Lunch,670ab1f42b7b7acd385ea87c,Comfort 1,66e1fc2de45d43074be3a0ed,Citrus Pork Loin,8985,8985.0,Center cut pork loin marinated in fresh orange juice and broiled,,5,1 serving(s),,"Pork, Orange Juice, Cider Vinegar (apple juice, water), Lime Juice, Vegetable Base, Cumin, Lime, Orange, Ground Allspice, Lemon, Black Pepper, Oregano",,140
allison,Lunch,670ab1f42b7b7acd385ea885,Comfort 1,66e1fc2de45d43074be3a0ed,Cajun Spiced Chicken Breast,109535,109535.7,,,6,1 each,,"Chicken, Oil, Canola Oil, Salt, Black Pepper, Garlic, Cayenne Pepper, Onion, White Pepper, Paprika (Paprika and Silicon Dioxide), Oregano, Thyme, Basil",,200
allison,Lunch,670ab1f42b7b7acd385ea89d,Comfort 1,66e1fc2de45d43074be3a0ed,Steamed Bok Choy,155366,155366.0,,,7,2 each,,Bok Choy,,5
allison,Lunch,670ab1f42b7b7acd385ea833,Comfort 2,66e1fc2de45d43074be3a0ee,Cheddar Grits,19723,19723.1,Cheesy Grits,,2,3 ounce,,"Whole Milk, Water, Grits, Sharp Cheddar Cheese, Whipping Cream, Unsalted Butter, Salt",,200
allison,Lunch,670ab1f42b7b7acd385ea7fd,Comfort 2,66e1fc2de45d43074be3a0ee,Brussels Sprouts,33992,33992.18,,,4,1/2 cup,,Brussels Sprouts,,30
allison,Lunch,670ab1f42b7b7acd385ea780,Rooted 1,66e1fc2de45d43074be3a0ef,PAOW Spicy Tomato and Red Bean Chili,115088,115088.3,"PAOW, plant based soy protein, spicy stewed tomatoes, red beans and seasonings slow cooked",,1,8 floz,,"Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Kidney Beans (kidney beans, water, sugar, dextrose, salt, calcium chloride, disodium EDTA), Onions, Water, Vegan Soy Protein, Black beans (Black beans, water, salt, calcium chloride), Canola Oil, Chili Powder (Chili Pepper, Salt, Cumin, Oregano, Silicon Dioxide, Garlic), Garlic, Salt, Fresh Ground Black Pepper, Paprika (Paprika and Silicon Dioxide), Cumin, Cayenne Pepper, Oregano",,170
allison,Lunch,670ab1f42b7b7acd385ea809,Rooted 1,66e1fc2de45d43074be3a0ef,Lentils with Sweet Potato and Spinach,117865,117865.1,,,2,1/2 cup,,"Water, Sweet Potatoes, Onions, Yellow Lentils, Spinach, Balsamic Vinegar, Canola Oil, Vegetable Base, Garlic, Salt, Cumin",,190
allison,Lunch,670ab1f42b7b7acd385ea791,Rooted 1,66e1fc2de45d43074be3a0ef,Roasted Yellow Squash,8060,8060.6,Roasted Squash,,3,1/2 cup,,"Squash, Canola Oil, Salt Free Garlic Herb Seasoning",,40
allison,Lunch,670ab1f42b7b7acd385ea821,Rooted 2,66e1fc2de45d43074be3a0f0,Root Vegetable Chips,96807,96807.1,"Parsnips, carrots, sweet potatoes and beets fried to perfection",,1,1-1/2 oz portion,,"Sweet Potatoes, Red Beets, Parsnips, Carrots, Salt, Black Pepper",,250
allison,Lunch,670ab1f42b7b7acd385ea892,Rooted 2,66e1fc2de45d43074be3a0f0,Radish Jicama Cucumber Salad,45934,45934.0,"Crunchy salad with radish, cucumber and jicama tossed with light citrus juices",,3,1/2 cup,,"Cucumber, Jicama, Radish, Lime Juice, Green Onions, Olive Oil, Cilantro, Hot Chili Sauce, Cumin, Salt",,40
allison,Lunch,670ab1f42b7b7acd385ea871,Rooted 2,66e1fc2de45d43074be3a0f0,Colorful Quinoa Salad,9888,9888.6,A Great Looking Salad,,4,1/2 cup,,"Quinoa, Tomato Juice, Waters, Chick peas (Chick Peas, Water, Salt, Mustard, Calcium Chloride, Disodium EDTA), Yellow Bell Peppers, Italian Dressing, Feta Cheese, Cucumber, Green Beans, Bell Peppers, Onions, Vegetable Base, Parsley",,150
allison,Lunch,670ab1f42b7b7acd385ea908,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Cubed Cantaloupe,1175,1175.0,,,1,2 ounce,,Cantaloupe,,20
allison,Lunch,670ab1f42b7b7acd385ea8e7,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Cubed Pineapple,31969,31969.0,,,2,1/2 cup,,Pineapple,,40
allison,Lunch,670ab1f42b7b7acd385ea8f6,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,2% Greek Plain Yogurt,65282,65282.1,,,3,4 ounce,,Plain Yogurt,,90
allison,Lunch,670ab1f42b7b7acd385ea914,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Low Fat Vanilla Yogurt,4592,4592.0,,,4,4 ounce,,Low Fat Vanilla Yogurt,,70
allison,Lunch,670ab1f42b7b7acd385ea90d,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Cubed Honeydew,1117,1117.0,,,5,2 ounce,,Honeydew Melon,,20
allison,Lunch,670ab1f42b7b7acd385ea8fe,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Low Fat Strawberry Yogurt,58254,58254.1,,,6,4 ounce,,Low Fat Strawberry Yogurt,,110
allison,Lunch,670ab1f42b7b7acd385ea8e0,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Oats 'n Honey Granola,63400,63400.1,,,7,1 tbsp,,Granola,,20
allison,Lunch,670ab1f42b7b7acd385ea952,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Raisins,62348,62348.0,,,8,1 tbsp,,Raisins,,25
allison,Lunch,670ab1f42b7b7acd385ea94e,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Light Cream Cheese,79884,79884.0,,,9,1 tbsp,,Neufchatel Cream Cheese,,40
allison,Lunch,670ab1f42b7b7acd385ea8da,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Sunflower Spread,63396,63396.1,,,10,1 tsp,,Sunflower Seed Butter,,35
allison,Lunch,670ab1f42b7b7acd385ea94a,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Grape Jelly,63393,63393.0,,,11,1 tbsp,,Grape Jelly,,50
allison,Lunch,670ab1f42b7b7acd385ea8eb,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,Butter,63397,63397.1,,,13,1 tbsp,,Butter,,100
allison,Lunch,670ab1f42b7b7acd385ea946,Fruit & Yogurt,66e1fc2de45d43074be3a0f6,strawberry cream cheese,66197,66197.0,strawberry preserves blended in cream cheese,,14,2 tbsp,,"Cream Cheese, Strawberry Preserves",,110
allison,Lunch,670ab1f42b7b7acd385ea865,Pure Eats 1,66e1fc2de45d43074be3a0f1,Quinoa and ChickpeaTabouleh,10514,10514.9,"quinoa, chickpea, cucumbers, tomatoes, parsley, mint and scallions",,1,1/2 cup,,"Water, Chick peas (Chick Peas, Water, Salt, Mustard, Calcium Chloride, Disodium EDTA), Tomatoes, Red Quinoa, Cucumber, Parsley, Canola Oil, Green Onions, Lemon Juice, Mint, Salt, Black Pepper",,130
allison,Lunch,670ab1f42b7b7acd385ea898,Pure Eats 1,66e1fc2de45d43074be3a0f1,Cubed Pineapple,31969,31969.0,,,3,1/4 cup,,Pineapple,,20
allison,Lunch,670ab1f42b7b7acd385ea826,Pure Eats 2,66e1fc2de45d43074be3a0f2,Pork Carnitas,103913,103913.0,Citrus Infused Shredded Pork Carnitas,,2,4 oz meat,,"Pork, Water, Orange, Onions, Lime Juice, Salt, Bay Leaf, Black Pepper, Cumin, Coriander, Oregano",,290
allison,Lunch,670ab1f42b7b7acd385ea818,Pure Eats 2,66e1fc2de45d43074be3a0f2,Cilantro Lime Brown Rice ,102526,102526.0,Brown Rice with Cilantro and Lime ,,3,1 cup,,"Water, Brown Rice, Lime, Cilantro, Salt",,430
allison,Lunch,670ab1f42b7b7acd385ea80e,Pure Eats 2,66e1fc2de45d43074be3a0f2,Black Beans,126625,126625.0,"Freshly Cooked Black Beans with Onion, Carrot and Celery",,4,1/2 cup,,"Water, Black Beans, Carrots, Onions, Celery, Bay Leaf",,110
allison,Lunch,670ab1f42b7b7acd385ea6c6,Flame 1,66e1fc2de45d43074be3a0e8,Multigrain Bread,48147,48147.0,,,1,2 slice,,Seven Grain Bread,,280
allison,Lunch,670ab1f42b7b7acd385ea68b,Flame 1,66e1fc2de45d43074be3a0e8,Whole Wheat Bread,1390,1390.0,,,2,2 slice,,Whole Wheat Bread,,140
allison,Lunch,670ab1f42b7b7acd385ea6f0,Flame 1,66e1fc2de45d43074be3a0e8,White Bread,1251,1251.0,,,3,2 slice,,White Bread,,150
allison,Lunch,670ab1f42b7b7acd385ea6be,Flame 1,66e1fc2de45d43074be3a0e8,Udi's White Bread,1390,1390.3,,,4,2 slice,,Udi's Bread,,300
allison,Lunch,670ab1f42b7b7acd385ea701,Flame 1,66e1fc2de45d43074be3a0e8,"Turkey Breast, House Roasted",31869,31869.8,,,5,4 oz portion,,Turkey,,150
allison,Lunch,670ab1f42b7b7acd385ea699,Flame 1,66e1fc2de45d43074be3a0e8,Thinly Sliced Smoked Ham,14910,14910.0,,,6,3 ounce,,Ham,,110
allison,Lunch,670ab1f42b7b7acd385ea6a7,Flame 1,66e1fc2de45d43074be3a0e8,Sliced Genoa Salami,48144,48144.27,,,7,2 ounce,,Genoa Salami,,230
allison,Lunch,670ab1f42b7b7acd385ea678,Flame 1,66e1fc2de45d43074be3a0e8,Tuna Salad,12043,12043.10,Classic tuna salad ,,8,3 ounce,,"Tuna, Onions, Celery, Lemon Juice, Mayonnaise, Salt, Black Pepper, Canola Oil",,60
allison,Lunch,670ab1f42b7b7acd385ea6dd,Flame 1,66e1fc2de45d43074be3a0e8,American Cheese Slice,1748,1748.0,,,9,1 slice,,American Cheese,,50
allison,Lunch,670ab1f42b7b7acd385ea6cc,Flame 1,66e1fc2de45d43074be3a0e8,Cheddar Cheese Slice,43037,43037.1,,,10,1 slice,,Cheddar Cheese,,60
allison,Lunch,670ab1f42b7b7acd385ea6d3,Flame 1,66e1fc2de45d43074be3a0e8,Sliced Pepper Jack Cheese,43037,43037.2,,,11,1 ounce,,Pepper Jack Cheese,,110
allison,Lunch,670ab1f42b7b7acd385ea6eb,Flame 1,66e1fc2de45d43074be3a0e8,Sliced Cucumber,68562,68562.0,,,12,1 ounce,,Cucumber,,0
allison,Lunch,670ab1f42b7b7acd385ea6a2,Flame 1,66e1fc2de45d43074be3a0e8,Sliced Green Bell Pepper,62342,62342.0,,,13,1 ounce,,Green Bell Peppers,,5
allison,Lunch,670ab1f42b7b7acd385ea6b4,Flame 1,66e1fc2de45d43074be3a0e8,Dill Pickle Slices,63438,63438.0,,,14,2 each,,Pickles,,0
allison,Lunch,670ab1f42b7b7acd385ea729,Flame 1,66e1fc2de45d43074be3a0e8,Sliced Jalapeno Pepper,13404,13404.4,,,15,1 tbsp,,Jalapeno Peppers,,0
allison,Lunch,670ab1f42b7b7acd385ea708,Flame 1,66e1fc2de45d43074be3a0e8,Lettuce Leaf,14957,14957.0,,,16,1 each,,Lettuce Leaf,,0
allison,Lunch,670ab1f42b7b7acd385ea6f9,Flame 1,66e1fc2de45d43074be3a0e8,Sliced Tomatoes,47955,47955.4,,,17,2 slice,,Tomatoes,,0
allison,Lunch,670ab1f42b7b7acd385ea70f,Flame 2,66e1fc2de45d43074be3a0e9,Sliced Red Onion,14918,14918.0,,,1,1 slice,,Onions,,5
allison,Lunch,670ab1f42b7b7acd385ea685,Flame 2,66e1fc2de45d43074be3a0e9,House Fried Potato Chips ,103601,103601.0,House Made Potato Chips Fried to Perfection,,2,1-1/2 ounce,,"Potato Chips, Salt, Black Pepper",,140
allison,Lunch,670ab1f42b7b7acd385ea65f,Flame 2,66e1fc2de45d43074be3a0e9,Sriracha Mayo,105428,105428.0,Creamy & Spicy Sriracha Mayonaise,,3,1 tbsp,,"Mayonnaise, Hot Chili Sauce",,80
